MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth,_source_row
0.0,0.1298449612403101,1.0,90,absolute_error,16,3.5,11,1867
0.0,0.1298449612403101,1.0,190,absolute_error,2,5.0,9,2642
0.0,0.1298449612403101,1.0,150,absolute_error,16,2.25,16,2847
0.7603334016533443,0.157218992248062,0.0,10,poisson,15,3.0,16,6911
0.7840404454464713,0.4556686046511627,0.0,80,squared_error,3,0.5,16,5734
0.0,0.1298449612403101,1.0,100,absolute_error,15,2.0,18,4585
0.0,0.1298449612403101,1.0,100,absolute_error,11,1.75,11,6275
0.0,0.1298449612403101,1.0,150,absolute_error,15,2.5,18,8658
0.0,0.1298449612403101,1.0,20,absolute_error,13,1.5,11,7550
0.0,0.1298449612403101,1.0,140,absolute_error,17,2.25,17,5892
0.0,0.1298449612403101,1.0,40,absolute_error,2,4.75,10,5745
0.0,0.1298449612403101,1.0,100,absolute_error,11,2.75,11,5129
0.0,0.1298449612403101,1.0,10,absolute_error,1,5.0,10,8287
0.0,0.1298449612403101,1.0,120,absolute_error,14,1.75,16,1015
0.0,0.1298449612403101,1.0,40,absolute_error,2,5.5,6,8711
0.0,0.1298449612403101,1.0,90,absolute_error,15,1.0,12,1257
0.0,0.1298449612403101,1.0,90,absolute_error,17,1.75,15,4546
0.0,0.1298449612403101,1.0,140,absolute_error,12,2.5,12,6030
0.0,0.1298449612403101,1.0,130,absolute_error,17,1.0,12,4399
0.0,0.1298449612403101,1.0,20,absolute_error,2,6.0,5,5622
0.0,0.1298449612403101,1.0,140,absolute_error,15,3.75,15,5570
0.0,0.1298449612403101,1.0,30,absolute_error,2,4.25,7,4807
0.0,0.1298449612403101,1.0,80,absolute_error,4,0.75,16,9282
0.0,0.1298449612403101,1.0,120,absolute_error,16,3.5,16,1443
0.0,0.1298449612403101,1.0,160,absolute_error,17,3.75,6,9089
0.0,0.1298449612403101,1.0,10,absolute_error,12,2.75,12,6851
0.0,0.1298449612403101,1.0,130,absolute_error,16,4.5,13,2264
0.0,0.1298449612403101,1.0,80,absolute_error,9,5.5,13,818
0.0,0.1298449612403101,1.0,80,absolute_error,14,3.0,17,6434
0.0,0.1298449612403101,1.0,140,absolute_error,15,7.75,16,4212
