MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth,_source_row
0.0,0.8836009174311927,0.7142857142857142,120,absolute_error,2,0.0,19,4907
0.0,0.8560779816513763,1.0,120,absolute_error,5,1.25,13,1136
0.0,0.8560779816513763,1.0,150,absolute_error,1,0.25,8,1139
0.0,0.8689793577981653,0.9285714285714288,110,absolute_error,5,0.0,8,9966
0.0,0.8560779816513763,1.0,160,absolute_error,5,1.25,8,4627
0.0,0.8560779816513763,1.0,200,absolute_error,3,1.75,20,5280
0.0,0.8560779816513763,1.0,120,absolute_error,10,8.5,6,942
0.0,0.8560779816513763,1.0,130,absolute_error,6,0.75,9,205
0.0,0.8560779816513763,1.0,110,absolute_error,9,8.0,7,7691
0.0,0.8560779816513763,1.0,130,absolute_error,4,1.0,3,2523
0.0,0.8560779816513763,1.0,180,absolute_error,9,1.0,18,1871
0.0,0.8560779816513763,1.0,120,absolute_error,2,9.0,4,6904
0.0,0.8560779816513763,1.0,150,absolute_error,2,0.5,15,9634
0.0,0.8560779816513763,1.0,110,absolute_error,2,9.5,3,9951
0.0,0.8560779816513763,1.0,120,absolute_error,8,1.5,10,5888
0.0,0.8560779816513763,1.0,190,absolute_error,8,2.5,10,5773
0.0,0.8560779816513763,1.0,170,absolute_error,2,0.75,2,3422
0.0,0.8560779816513763,1.0,110,absolute_error,6,1.5,9,6165
0.0,0.8560779816513763,1.0,170,absolute_error,2,1.5,19,1595
0.0,0.8560779816513763,1.0,180,absolute_error,5,9.0,10,4806
0.0,0.8560779816513763,1.0,130,absolute_error,5,3.5,15,4174
0.0,0.8560779816513763,1.0,180,absolute_error,4,2.75,13,3234
0.0,0.8560779816513763,1.0,170,absolute_error,1,9.0,9,6700
0.0,0.8560779816513763,1.0,150,absolute_error,7,4.25,12,71
0.0,0.8560779816513763,1.0,110,absolute_error,1,0.75,17,9962
0.0,0.8560779816513763,1.0,110,absolute_error,10,0.75,10,4000
0.0,0.8560779816513763,1.0,150,absolute_error,6,1.5,20,2973
0.0,0.8560779816513763,1.0,160,absolute_error,6,0.5,10,9881
0.0,0.8560779816513763,1.0,180,absolute_error,9,2.0,19,9421
0.0,0.8560779816513763,1.0,180,absolute_error,12,4.0,15,1676
0.0,0.8560779816513763,1.0,160,absolute_error,8,1.25,8,744
0.0,0.8560779816513763,1.0,130,absolute_error,8,2.25,9,3587
