MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth,_source_row
0.1428468448985844,1.0,0.0,10,squared_error,1,2.0,7,7584
0.1423963092116526,0.6690680920288171,1.0,60,absolute_error,11,0.75,19,6380
0.1349985132322331,0.6444341157332094,1.0,80,squared_error,2,4.5,15,105
0.092882437217852,0.4759470137113641,1.0,10,squared_error,1,2.0,18,1167
0.0893952910010001,0.7074134324889612,0.0,10,squared_error,2,7.0,16,1186
0.0780237702628425,0.6202649314431791,0.0,100,squared_error,1,5.75,15,6694
0.045576190090017,0.461073669532884,0.0,20,squared_error,2,2.75,8,3696
0.1487038088286973,0.9995352079944224,1.0,10,squared_error,1,9.0,18,2398
0.1052721686084754,0.7122937485475249,0.0,30,squared_error,2,4.5,9,7231
0.0,0.2635370671624448,0.0,10,squared_error,1,1.25,6,5234
0.1253840816731093,0.4945386939344643,1.0,80,squared_error,2,5.25,6,665
