Culture,Criticality,Criticality Modifier,Initial Known,Inter-Dependency,Dynamism,Size,Plan,Team Size,Cost-,Score-,Idle-,_source_row,_source_algorithm,_source_file,_runtime_sec
0.6848914057030752,0.0922679624636766,0.7892650232257662,0.7028443417073118,0.1577422173743432,0.1345237744542646,0.1217153440954972,0.2221032890510427,0.3008675548057395,0.021242901,0.122987047,0.5,23,NSGA2,outputs\NSGA2\pom3b.csv,0.06530547142028809
0.1167314130229189,0.0046445343643254,0.0289175661437067,0.7472238235538596,0.4757035873497424,0.266175010495996,0.4962467726158284,0.086271229173275,0.2971857405230326,0.034645803,0.182584088,0.56,32,RVEA,outputs\RVEA\pom3b.csv,0.06530547142028809
0.3265887152823502,0.0495488487106121,0.8482635509725448,0.8323796839778396,0.2569490562456961,0.7103761012743603,0.0815018332509127,0.0962764505869658,0.5170922523447796,0.03934427,0.677771881,0.6,16,AGEMOEA2,outputs\AGEMOEA2\pom3b.csv,0.06530547142028809
0.0751279124554481,0.0010098692980942,0.4107240080904262,0.5296237930506493,0.8938869529127088,0.62641973964849,0.0751789182186715,0.0382359719511424,0.3981000548709398,0.00533627,0.493399963,0.0,31,RNSGA3,outputs\RNSGA3\pom3b.csv,0.06530547142028809
0.1542526396744538,0.0295919193790682,0.43446082871975,0.3340056030983249,0.9629931904594348,0.11055202805556,0.4706737711519575,0.461546413458618,0.0424612613913677,0.054977288,0.000424119,0.545454545,17,CTAEA,outputs\CTAEA\pom3b.csv,0.06530547142028809
0.319560046519134,0.0587313508773718,0.9900124847192692,0.7007799927680097,0.9026544926793256,0.00466591608011,0.4947670448005249,0.5037745118907788,0.1469001623149494,0.053693748,0.050470517,0.473684211,7,AGEMOEA,outputs\AGEMOEA\pom3b.csv,0.06530547142028809
0.0752694405835556,0.0117819226200971,0.5699537960010004,0.5378429159242047,0.5169362992656209,0.2058850437257234,0.2802294828101016,0.1698102408991154,0.2707720062031996,0.068106177,0.159500337,0.415384615,38,RVEA,outputs\RVEA\pom3b.csv,0.06530547142028809
0.3341152936274434,0.048436767878155,0.9678490875738084,0.6253526043530219,0.8981397553732601,0.1575823463808074,0.2954068544939857,0.6388868207049307,0.2470929297653842,0.05895206,0.137330681,0.171428571,40,RVEA,outputs\RVEA\pom3b.csv,0.06530547142028809
0.0102563591335159,0.0598766183668261,0.5929002300393861,0.0807109826840367,0.0507886628082097,0.8241699257335241,0.1920095223855157,0.8866128568730745,0.5330781116809491,0.040617517,0.445495031,0.4,33,RVEA,outputs\RVEA\pom3b.csv,0.06530547142028809
0.5379651175518669,0.0711692373330018,0.241768312843556,0.561960123043224,0.1408697351372757,0.105918946697685,0.0897102122081552,0.0511503147162331,0.1667868679135731,0.058081126,0.240788144,0.105882353,42,RVEA,outputs\RVEA\pom3b.csv,0.06530547142028809
