MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth,_source_row
0.0,0.9634117621871588,1.0,140,absolute_error,15,1.25,19,56
0.0,0.9634117621871588,1.0,90,absolute_error,16,3.5,11,0
0.0,0.9634117621871588,1.0,150,absolute_error,10,2.75,16,86
0.0,0.9634117621871588,1.0,140,absolute_error,18,3.25,17,32
0.0,0.9634117621871588,1.0,160,absolute_error,13,3.25,16,70
0.0,0.9634117621871588,1.0,90,absolute_error,12,3.25,14,60
0.0,0.9634117621871588,1.0,150,absolute_error,16,2.25,16,63
0.0,0.9634117621871588,1.0,190,absolute_error,9,3.5,16,68
0.0,0.9634117621871588,1.0,130,absolute_error,12,1.75,9,5
0.0,0.9634117621871588,1.0,170,absolute_error,17,3.75,10,27
0.0,0.9634117621871588,1.0,70,absolute_error,10,2.75,15,84
0.0,0.9634117621871588,1.0,30,absolute_error,20,1.5,12,72
0.0,0.9634117621871588,1.0,150,absolute_error,17,3.0,16,12
0.0,0.9634117621871588,1.0,140,absolute_error,11,5.5,16,104
0.0,0.9634117621871588,1.0,70,absolute_error,18,1.0,14,88
0.0,0.9634117621871588,1.0,160,absolute_error,11,2.25,16,91
0.0,0.9634117621871588,1.0,120,absolute_error,19,4.75,17,80
0.0,0.9634117621871588,1.0,90,absolute_error,17,3.25,16,18
0.0,0.9634117621871588,1.0,80,absolute_error,14,2.0,15,61
