MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth,_source_row
0.0,0.9634117621871588,1.0,140,absolute_error,15,1.25,19,56
0.0,0.9634117621871588,1.0,90,absolute_error,16,3.5,11,0
0.0,0.9634117621871588,1.0,150,absolute_error,10,2.75,16,86
0.0,0.9634117621871588,1.0,90,absolute_error,7,4.75,3,71
0.0,0.9634117621871588,1.0,90,absolute_error,12,3.25,14,60
0.0,0.9634117621871588,1.0,170,absolute_error,3,5.0,9,3
0.0,0.9634117621871588,1.0,190,absolute_error,2,5.0,9,1
0.0,0.9634117621871588,1.0,160,absolute_error,9,2.25,18,69
0.0,0.9634117621871588,1.0,150,absolute_error,16,2.25,16,63
0.0,0.9634117621871588,1.0,40,absolute_error,17,4.0,17,52
0.0,0.9634117621871588,1.0,40,absolute_error,18,6.25,2,77
0.0,0.9634117621871588,1.0,30,absolute_error,20,1.5,12,72
0.0,0.9634117621871588,1.0,170,absolute_error,6,5.0,3,85
0.0,0.9634117621871588,1.0,90,absolute_error,11,2.25,18,66
0.0,0.9634117621871588,1.0,70,absolute_error,10,2.75,15,84
0.0,0.9634117621871588,1.0,130,absolute_error,14,9.75,10,101
0.0,0.9634117621871588,1.0,100,absolute_error,1,1.75,10,25
0.0,0.9634117621871588,1.0,170,absolute_error,10,2.0,14,87
0.0,0.9634117621871588,1.0,150,absolute_error,7,8.5,10,67
0.0,0.9634117621871588,1.0,190,absolute_error,9,3.5,16,68
0.0,0.9634117621871588,1.0,120,absolute_error,2,4.0,14,76
0.0,0.9634117621871588,1.0,160,absolute_error,13,3.25,16,70
0.0,0.9634117621871588,1.0,150,absolute_error,6,1.25,1,73
0.0,0.9634117621871588,1.0,170,absolute_error,13,8.0,18,75
0.0,0.9634117621871588,1.0,10,absolute_error,11,1.5,17,41
0.0,0.9634117621871588,1.0,70,absolute_error,1,8.5,16,97
0.0,0.9634117621871588,1.0,110,absolute_error,3,6.5,14,78
0.0,0.9634117621871588,1.0,190,absolute_error,7,7.75,2,79
0.0,0.9634117621871588,1.0,70,absolute_error,11,5.0,11,90
0.0,0.9634117621871588,1.0,120,absolute_error,19,4.75,17,80
0.0,0.9634117621871588,1.0,180,absolute_error,13,5.5,1,81
0.0,0.9634117621871588,1.0,10,absolute_error,13,1.25,2,82
