MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth,_source_row
1.0,0.3255724456417164,1.0,90,absolute_error,16,3.5,11,1867
1.0,0.3255724456417164,1.0,190,absolute_error,2,5.0,9,2642
0.2328106151990351,0.5435828362516837,0.6666666666666666,10,poisson,1,3.0,2,3653
1.0,0.3255724456417164,1.0,20,absolute_error,17,3.5,11,4718
1.0,0.3255724456417164,1.0,90,absolute_error,18,4.25,12,9188
1.0,0.3255724456417164,1.0,100,absolute_error,15,5.0,12,872
1.0,0.3255724456417164,1.0,10,absolute_error,16,4.5,3,2218
1.0,0.3255724456417164,1.0,10,absolute_error,15,3.75,18,2314
1.0,0.3255724456417164,1.0,90,absolute_error,19,1.75,3,1812
1.0,0.3255724456417164,1.0,40,absolute_error,9,4.25,12,4464
1.0,0.3255724456417164,1.0,10,absolute_error,17,3.5,3,3403
1.0,0.3255724456417164,1.0,50,absolute_error,16,5.25,13,4361
1.0,0.3255724456417164,1.0,190,absolute_error,2,6.25,10,3642
1.0,0.3255724456417164,1.0,30,absolute_error,2,2.5,3,1520
1.0,0.3255724456417164,1.0,120,absolute_error,17,5.75,11,178
1.0,0.3255724456417164,1.0,90,absolute_error,3,3.5,10,4190
1.0,0.3255724456417164,1.0,70,absolute_error,1,4.0,10,9596
1.0,0.3255724456417164,1.0,80,absolute_error,14,4.5,13,6760
1.0,0.3255724456417164,1.0,90,absolute_error,10,4.5,10,829
1.0,0.3255724456417164,1.0,40,absolute_error,12,5.75,14,3331
1.0,0.3255724456417164,1.0,190,absolute_error,8,5.25,9,3758
1.0,0.3255724456417164,1.0,80,absolute_error,17,2.0,13,5119
1.0,0.3255724456417164,1.0,10,absolute_error,4,3.0,12,7975
1.0,0.3255724456417164,1.0,110,absolute_error,13,5.25,11,5882
1.0,0.3255724456417164,1.0,50,absolute_error,10,6.25,12,1185
1.0,0.3255724456417164,1.0,10,absolute_error,9,4.25,15,693
1.0,0.3255724456417164,1.0,190,absolute_error,17,4.25,11,1286
1.0,0.3255724456417164,1.0,10,absolute_error,12,7.0,14,9437
1.0,0.3255724456417164,1.0,40,absolute_error,4,5.5,9,3399
