MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth,_source_row
0.6030952008754104,0.9475797457060006,0.2857142857142856,190,absolute_error,2,3.5,9,6099
0.2837267469126152,0.8888021414231542,0.7142857142857143,40,poisson,9,9.5,18,8455
0.2759105830858214,0.8880214142315415,0.7142857142857143,20,squared_error,16,9.25,18,8093
0.3922151008285134,0.9412223957171536,0.5714285714285713,80,poisson,7,10.0,19,9709
0.2344849148038142,0.8836716484496989,0.8571428571428571,20,poisson,19,1.5,15,5813
0.2326090354853837,0.8828909212580861,0.8571428571428571,10,squared_error,18,6.0,15,8727
0.3123339065186806,0.9224849431184476,0.5714285714285713,10,squared_error,17,8.75,14,7525
0.3759574800687822,0.9408877983493196,0.5714285714285713,10,poisson,8,2.25,15,8043
0.2899796779740504,0.9169083203212136,0.7142857142857143,10,squared_error,7,6.5,9,8547
0.2535563545411911,0.8856792326567031,0.7142857142857143,20,poisson,17,9.75,18,8416
0.4084727215882445,0.9461298237787196,0.5714285714285713,30,poisson,9,6.75,4,5262
0.4328591527278412,0.9252732545170644,0.7142857142857143,90,poisson,7,6.0,20,4936
0.2430826950132875,0.8845639080972564,0.8571428571428571,10,poisson,20,9.75,2,1805
0.242301078630608,0.8844523756413116,0.8571428571428571,20,poisson,20,3.5,8,2327
0.2618414881975926,0.8864599598483159,0.7142857142857143,40,poisson,8,9.25,5,6781
0.2454275441613256,0.8847869730091457,0.7142857142857143,20,squared_error,18,3.5,7,3670
0.7650461153665781,0.9751282623243364,0.5714285714285713,10,absolute_error,1,5.0,10,8287
0.2255744880412693,0.8030336828016953,0.7142857142857143,70,poisson,6,3.0,13,3644
0.2552759105830858,0.8857907651126479,0.7142857142857143,20,poisson,10,9.25,9,6458
0.3370329842113491,0.9238233325897836,0.5714285714285713,20,poisson,9,9.75,17,4387
0.2895107081444427,0.8894713361588222,0.7142857142857143,30,poisson,19,5.75,3,5720
