Culture,Criticality,Criticality Modifier,Initial Known,Inter-Dependency,Dynamism,Size,Plan,Team Size,Cost-,Score-,Idle-,_source_row,_source_algorithm,_source_file,_runtime_sec
0.3060936828878684,0.0716537091825385,0.0147794928300136,0.0167132193904505,0.5959158402808425,0.9934032459719596,0.4652368329965993,0.2080692668066988,0.2192895818433751,0.074739926,0.696697837,0.773574689,75,NSGA3,outputs\NSGA3\pom3c.csv,0.09980297088623047
0.0253377831551906,0.7999504100853846,0.2018040464690103,0.6037911317334955,0.6926884871633653,0.1275430349169577,0.4543515099527394,0.519101250867966,0.2935227466039792,0.162487015,0.665519009,0.0,117,RVEA,outputs\RVEA\pom3c.csv,0.09980297088623047
0.5962112871629376,0.1250305596541561,0.1454847953775155,0.9931885526720092,0.0376081695009747,0.0842495842558742,0.2473947195296287,0.2551209471685051,0.7296656229043146,0.122333014,0.706948192,0.0,28,AGEMOEA2,outputs\AGEMOEA2\pom3c.csv,0.09980297088623047
0.0858779254900211,0.2660148753664164,0.1182878841875749,0.8280964325430359,0.2561396991153462,0.644820342636516,0.4673655718748534,0.3276497025010326,0.5342787481986102,0.13812535,0.679012227,0.0,6,AGEMOEA,outputs\AGEMOEA\pom3c.csv,0.09980297088623047
0.811371141392997,0.2186795273274949,0.066735817158764,0.4775323442376927,0.1166036008430827,0.4108892498829157,0.0860331463505976,0.4596470141810291,0.3949521236239938,0.088936214,0.876094823,0.0,83,RNSGA3,outputs\RNSGA3\pom3c.csv,0.09980297088623047
0.0543146826896654,0.0025710595768871,0.0247940079931195,0.752295987319477,0.0458417619168151,0.2189144816525147,0.1645431489031636,0.2459720430926929,0.6777646986260605,0.082617331,0.717443365,0.14992855,12,AGEMOEA,outputs\AGEMOEA\pom3c.csv,0.09980297088623047
0.1280905283233665,0.0122471066749086,0.0393941580320928,0.4003458499605945,0.244073831497453,0.8911027253600057,0.2800343283467048,0.1603019692763927,0.0116790788492304,0.078580983,0.751426555,0.068927488,21,AGEMOEA2,outputs\AGEMOEA2\pom3c.csv,0.09980297088623047
0.574097423075242,0.159864160674369,0.0086219415112964,0.6562362194191512,0.0073214941297542,0.2187026416145623,0.2323535317457264,0.3443896856070646,0.0882142849857102,0.077774368,0.67344036,0.519784661,25,AGEMOEA2,outputs\AGEMOEA2\pom3c.csv,0.09980297088623047
0.5217834158450027,0.498924655952555,0.0701837749597592,0.5225494259146345,0.6893417599200615,0.2925507574332587,0.3750414044536737,0.3947080271206585,0.8788182037072727,0.146796598,0.541619114,0.855495081,84,RNSGA3,outputs\RNSGA3\pom3c.csv,0.09980297088623047
0.1978351164858405,0.5451586978599418,0.0538804278147655,0.6275916163001836,0.7750953598908012,0.1684079281418373,0.9897886012280602,0.3722955325400313,0.617431940083535,0.134874222,0.606336097,0.582493632,93,RVEA,outputs\RVEA\pom3c.csv,0.09980297088623047
0.3324622359886352,0.1339652576970124,0.0815191619287969,0.9831890647557632,0.0667481640626188,0.3883749133024671,0.0907046573810664,0.3224514601783164,0.4248319441037248,0.110582231,0.771963724,0.0,24,AGEMOEA2,outputs\AGEMOEA2\pom3c.csv,0.09980297088623047
