Culture,Criticality,Criticality Modifier,Initial Known,Inter-Dependency,Dynamism,Size,Plan,Team Size,Cost-,Score-,Idle-,_source_row
0.1616906840350594,0.2058286686514222,0.095479053199646,0.2279221584397652,0.426802310021138,0.0038013851807889,0.1481996278668557,0.447286419887776,0.0919040608410161,0.034451816,0.032906096,0.588235294,15487
0.0331803637091713,0.5201697232908926,0.2210379279080162,0.7554112328191964,0.1686276406875249,0.000860117933402,0.0421670611187662,0.4637590398926133,0.1268428869022041,0.07421745,0.002511216,0.0,11149
0.2065424214400727,0.1590079419224197,0.045708919991196,0.3640669581306021,0.088623430155218,0.2258629748309251,0.2219112356613756,0.2960214115250135,0.1336748992522921,0.017653818,0.251775814,0.357142857,4141
0.290737966260122,0.5781018789422292,0.0065456093768243,0.8087969852315466,0.2950297697637216,0.193220429155678,0.2495188955092137,0.9047988823958614,0.1212545878360236,0.026505293,0.162157622,0.454545455,8121
0.1953359967755884,0.1144296394338407,0.2368284707793542,0.542120683377808,0.5557549696062952,0.1787585181150839,0.1277341539361156,0.3631289289448854,0.3860874316209579,0.049239807,0.085341342,0.0,17919
0.2546465370237655,0.24343336002527,0.0429663631253517,0.8141661150904352,0.5390624069758619,0.1590812732345986,0.1384009065017789,0.1990240341297571,0.0282053651605077,0.033460964,0.109272846,0.0,17763
0.1635957315127636,0.412909924268809,0.0664057695953511,0.8618236285163432,0.0706874156875513,0.0425972495801342,0.1845599735416661,0.5203040506197122,0.4141970622185897,0.062217932,0.036774198,0.227272727,15007
0.3145733362265088,0.6609603178490425,0.0112237424770936,0.8267429681375555,0.2933612422574725,0.1360621474916185,0.0091516327781472,0.6778991218452356,0.0900372562027279,0.032504739,0.11455266,0.0,6932
0.2530093276582096,0.0419979204418485,0.2216647941225614,0.977495342353114,0.6615267127131017,0.0066604885146215,0.0105623315282514,0.8358568994035729,0.013441672508308,0.048699775,0.025166522,0.817307692,16433
0.0156364763454781,0.4560242733657595,0.0140530478947189,0.7542722114134353,0.4586554720631414,0.1591902209212333,0.0186249379961184,0.1532287158424107,0.1722835144668413,0.031829358,0.03923607,0.089285714,7644
0.2061456528031269,0.2091319102106205,0.0693637395642901,0.9556025301457494,0.4622471066199132,0.8075165464324675,0.2012389725856189,0.6707008703557008,0.2993222800436292,0.025391793,0.195107183,0.0,14430
