Culture,Criticality,Criticality Modifier,Initial Known,Inter-Dependency,Dynamism,Size,Plan,Team Size,Cost-,Score-,Idle-,_source_row
0.045626792441873,0.5024430042862655,0.5712871746099814,0.2269510498972602,0.3676203928698498,0.7061184942175722,0.4476688244898074,0.3749976211340229,0.0493687418905645,0.280199788,0.605173857,0.637196336,3776
0.0903821636352992,0.0658041563010384,0.1069575019878269,0.355509486929922,0.681087257682711,0.7920537231031116,0.3334540529448316,0.1356046019586767,0.7178901443175919,0.09588079,0.804646551,0.0,15889
0.1551914637655438,0.3871741180064936,0.0878804579247097,0.7906433393804082,0.1407517716440756,0.5909593208547976,0.7125699672563325,0.3952987060161135,0.5391035034332945,0.157486899,0.575466093,0.859400456,12647
0.0819011528782726,0.0665059033063117,0.1380264883376873,0.7076488260828971,0.758672270231943,0.7703681385415354,0.5719135123123685,0.0267636786504138,0.6259321051382768,0.133836489,0.744078926,0.00426694,15339
0.0517824503273832,0.750591895245637,0.0963000402490764,0.7107948970713208,0.1742974375796372,0.0424046105668951,0.4937852717514915,0.3384566487292556,0.1292966064579961,0.109280275,0.579580066,0.801821529,16150
0.3662162407763648,0.1278837032867623,0.0289384527183168,0.8019227708188089,0.6084666999230054,0.1471303569444544,0.2451104220992559,0.251924181686922,0.4959396636753743,0.089668614,0.624723387,0.675883257,10662
0.0858779254900211,0.2660148753664164,0.1182878841875749,0.8280964325430359,0.2561396991153462,0.644820342636516,0.4673655718748534,0.3276497025010326,0.5342787481986102,0.13812535,0.679012227,0.0,8705
0.5834322596013699,0.2830405283755508,0.0409610640971057,0.332263087764282,0.3002268739606725,0.505181399171932,0.4382687428825186,0.1405552718120585,0.0869407282333614,0.08148519,0.89929061,0.618149707,5970
0.1906189531266976,0.3247017482724109,0.0458464587263857,0.918548298987359,0.5166041944810948,0.472198068380088,0.6877588516429796,0.1009401508109713,0.3991376423646424,0.122223462,0.770822746,0.009557945,5183
0.1798298512149229,0.0921800864966397,0.0238800369919109,0.8480240231522258,0.9017196026431468,0.1411415888256386,0.4074335756523689,0.1769721993687142,0.5404650235405473,0.093574729,0.619099014,0.012359412,12659
0.1058934754559001,0.3781387949932611,0.427961298623346,0.2754711875952925,0.7104129968493372,0.5669341680027841,0.521716687373451,0.3966137034436388,0.3309065990874708,0.266145705,0.575217752,0.975178792,17742
0.7481920354271535,0.1246117562439597,0.0472703193821557,0.9369776984932082,0.6222793955572433,0.5792084208385131,0.3894473153760602,0.1851371527134901,0.0921131379705197,0.085676239,0.842098311,0.052612542,8893
0.0543146826896654,0.0025710595768871,0.0247940079931195,0.752295987319477,0.0458417619168151,0.2189144816525147,0.1645431489031636,0.2459720430926929,0.6777646986260605,0.082617331,0.717443365,0.14992855,3751
0.1556957606870616,3.917033995071151e-05,0.0831876299041612,0.2315135365090822,0.4006501600822404,0.4102775168700971,0.4326765159800412,0.2899295814899796,0.6691567565440212,0.104030713,0.60480682,0.810977155,7366
0.5394323376926589,0.1724732242471778,0.0422518613533834,0.731388715217176,0.1790205430147559,0.1492444368179294,0.3614422755528629,0.6318051298180793,0.4077919108354596,0.102106591,0.798044112,0.0,8427
