MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth,_source_row
0.0412772585669781,0.4813519813519814,0.8000000000000002,30,poisson,20,5.75,7,4954
0.0735202492211837,0.5167055167055168,1.0,30,poisson,4,1.75,8,4474
0.0440809968847351,0.5295260295260296,0.8000000000000002,30,absolute_error,5,4.0,11,9725
0.1007788161993769,0.6293706293706294,0.8000000000000002,30,absolute_error,13,8.0,2,9447
0.0580996884735202,0.5128205128205128,1.0,30,poisson,3,1.75,18,3862
0.1791277258566978,0.7882672882672883,0.4000000000000001,50,squared_error,1,6.25,14,834
0.1088785046728972,0.7090132090132091,0.8000000000000002,30,absolute_error,2,2.5,3,1520
0.0375389408099688,0.4689199689199689,1.0,40,poisson,2,2.25,2,8922
0.2514018691588786,0.9005439005439005,0.4000000000000001,50,squared_error,2,2.5,17,5174
0.0827102803738318,0.5714840714840715,0.8000000000000002,60,absolute_error,3,6.25,12,6318
0.2423676012461059,0.8275058275058276,0.6000000000000001,130,squared_error,2,5.75,14,9870
0.1761682242990654,0.7556332556332557,0.6000000000000001,130,squared_error,1,6.25,15,2653
0.2242990654205607,0.8364413364413364,0.4000000000000001,60,absolute_error,1,1.0,11,7220
0.2800623052959501,0.8547008547008548,0.6000000000000001,130,squared_error,1,1.75,14,8304
0.2426791277258567,0.8368298368298368,0.4000000000000001,150,squared_error,1,1.25,2,4336
0.147196261682243,0.724941724941725,0.6000000000000001,30,absolute_error,2,0.75,15,7774
0.0339563862928348,0.4747474747474747,0.8000000000000002,30,poisson,17,1.5,7,5775
0.0512461059190031,0.5108780108780109,1.0,20,poisson,1,0.75,15,963
0.0394080996884735,0.4797979797979799,0.8000000000000002,50,squared_error,17,2.5,17,9819
0.1551401869158878,0.7261072261072262,0.8000000000000002,50,absolute_error,1,2.25,13,6769
