date,location_ISO_Code,location,New_Cases,New_Deaths,New_Recovered,New_Active_Cases,Total_Cases,Total_Deaths,Total_Recovered,Total_Active_Cases,location_Level,city_or_Regency,province,country,continent,island,time_Zone,special_Status,Total_Regencies,Total_Cities,Total_Districts,Total_Urban_Villages,Total_Rural_Villages,Area_km2,Population,Population_Density,Longitude,Latitude,New_Cases_per_Million+,Total_Cases_per_Million,New_Deaths_per_Million,Total_Deaths_per_Million+,Total_Deaths_per_100rb+,Case_Fatality_Rate,case_Recovered_Rate,Growth_Factor_of_New_Cases,Growth_Factor_of_New_Deaths,_source_row
7/12/21,ID-JK,DKI Jakarta,14622,134,20477,-5989,677054,9537,584864,82653,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,4490.348298,664,10846145,16334.31,106.8361183,-6.204698991,1348.13,62423.47,12.35,879.3,87.93,0,86.38,1.11,2.91,1
7/16/21,ID-JK,DKI Jakarta,12416,132,8448,3836,727013,9941,603986,113086,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,4490.348298,664,10846145,16334.31,106.8361183,-6.204698991,1144.74,67029.62,12.17,916.55,91.65,0,83.08,0.98,0.94,48
7/15/21,ID-JK,DKI Jakarta,12691,141,3034,9516,714597,9809,595538,109250,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,4490.348298,664,10846145,16334.31,106.8361183,-6.204698991,1170.09,65884.88,13.0,904.38,90.44,0,83.34,1.0,2.24,24
7/9/21,ID-JK,DKI Jakarta,13111,138,15029,-2056,636379,9270,526946,100163,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,4490.348298,664,10846145,16334.31,106.8361183,-6.204698991,1208.82,58673.29,12.72,854.68,85.47,0,82.8,1.01,1.01,59
7/18/21,ID-JK,DKI Jakarta,9129,158,11852,-2881,746310,10166,627448,108696,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,4490.348298,664,10846145,16334.31,106.8361183,-6.204698991,841.68,68808.78,14.57,937.29,93.73,0,84.07,0.9,2.36,40
7/4/21,ID-JK,DKI Jakarta,10485,66,5816,4603,580588,8597,484712,87279,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,4490.348298,664,10846145,16334.31,106.8361183,-6.204698991,966.7,53529.43,6.09,792.63,79.26,0,83.49,1.08,4.13,62
8/4/21,ID-KU,Kalimantan Utara,632,21,311,300,23313,400,16721,6192,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1.0,53,35.0,447.0,75468,648407,8.59,116.2188791,2.891012621,974.7,35954.27,32.39,616.9,61.69,0,71.72,1.33,2.63,58
7/24/21,ID-JK,DKI Jakarta,8359,151,14528,-6320,786879,11282,702387,73210,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,4490.348298,664,10846145,16334.31,106.8361183,-6.204698991,770.69,72549.19,13.92,1040.19,104.02,0,89.26,1.04,0.96,47
7/18/21,IDN,Indonesia,44721,1093,29264,14364,2877476,73582,2261658,542236,Country,,,Indonesia,Asia,,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,168.64,10850.8,4.12,277.47,27.75,0,78.6,0.86,1.0,60
8/10/21,ID-KU,Kalimantan Utara,505,26,363,116,26036,495,18412,7129,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1.0,53,35.0,447.0,75468,648407,8.59,116.2188791,2.891012621,778.83,40153.79,40.1,763.41,76.34,0,70.72,1.54,1.13,61
8/28/21,ID-KU,Kalimantan Utara,305,4,423,-122,31661,665,25672,5324,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1.0,53,35.0,447.0,75468,648407,8.59,116.2188791,2.891012621,470.38,48828.9,6.17,1025.59,102.56,0,81.08,0.83,0.5,69
8/14/21,ID-KU,Kalimantan Utara,365,13,668,-316,27605,541,20202,6862,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1.0,53,35.0,447.0,75468,648407,8.59,116.2188791,2.891012621,562.92,42573.57,20.05,834.35,83.44,0,73.18,1.09,1.18,64
9/16/21,ID-KU,Kalimantan Utara,101,0,0,101,34147,749,30535,2863,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1.0,53,35.0,447.0,75468,648407,8.59,116.2188791,2.891012621,155.77,52662.91,0.0,1155.14,115.51,0,89.42,0.87,1.0,49
