Culture,Criticality,Criticality Modifier,Initial Known,Inter-Dependency,Dynamism,Size,Plan,Team Size,Cost-,Score-,Idle-,_source_row
0.7734979958419227,0.310869648908667,0.068379328074518,0.4445971065683569,0.129146611227961,0.0719701376335467,0.1387606400094637,0.2736140036282873,0.1851724845538568,0.033615275,0.180424691,0.480769231,3032
0.9325721426280578,0.5338855562089194,0.0531751714160814,0.7189669564322624,0.6648504442398123,0.0995479675913397,0.2099737266669576,0.8176971648769892,0.3613593693152004,0.035443466,0.270699546,0.0,3222
0.2065424214400727,0.1590079419224197,0.045708919991196,0.3640669581306021,0.088623430155218,0.2258629748309251,0.2219112356613756,0.2960214115250135,0.1336748992522921,0.017653818,0.251775814,0.357142857,4141
0.2123265195129422,0.2921953101198348,0.1821142179040394,0.9657836357975343,0.7291542817338756,0.0047817015942559,0.0447170115387741,0.0711852216192477,0.433414431374316,0.047528022,0.004922484,0.0,9466
0.2089719504703481,0.1022645723146464,0.0087872430984782,0.5029722964413932,0.6689493823775449,0.1338238977798976,0.1732986322924085,0.8071748916522419,0.2286231644286169,0.036768062,0.178711672,0.208333333,15868
0.1709938651097151,0.1728534095055495,0.0317069385792295,0.7733727960799687,0.7118295096183446,0.2172120524594066,0.0815483461832853,0.1995752814570875,0.1042693168058884,0.038151201,0.082932905,0.0,13742
0.0745851507675613,0.0601216520569312,0.0474519236830893,0.7395173833440486,0.1223977822093437,0.0143739830939575,0.1561193400125391,0.9973833074386552,0.3253483190208874,0.041094213,0.037596663,0.441176471,14875
0.9540640278376232,0.2161972009881252,0.0920286404610982,0.7870560253658015,0.574395602997177,0.0644202838926273,0.1680511801285571,0.0774951392299747,0.3483742594531266,0.037757018,0.245931005,0.0,9397
0.1141287600816156,0.3375443200978328,0.0403363097729655,0.3381299611410955,0.8639684512148971,0.0166090346180761,0.0835206100723726,0.4766697880979204,0.341302120291801,0.039053001,0.038587275,0.441176471,13647
0.2112306516020103,0.2171309201303843,0.2459387898244691,0.2682749416980302,0.6542328427696826,0.1062804136794607,0.1891828567006036,0.853333682056015,0.1834781883905696,0.041283978,0.07115914,0.0,12586
