MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth,_source_row
0.0262001352265044,0.6816912644595133,0.75,10,absolute_error,10,1.75,19,6912
0.0437795807978363,0.687674511368169,0.2499999999999999,20,absolute_error,4,3.5,18,272
0.1291413116970926,0.7445153570003988,0.5000000000000001,30,absolute_error,3,1.0,5,1650
0.0880099166103223,0.744116473873155,0.2499999999999999,50,absolute_error,5,1.25,6,7387
0.1056457065584854,0.7580773833266853,0.2499999999999999,20,absolute_error,3,0.5,6,619
0.0036623844940275,0.6611487834064619,1.0,10,poisson,2,10.0,4,8229
0.0485688528284877,0.7393298763462304,0.75,10,absolute_error,6,2.5,20,3140
0.0019157088122605,0.6597526924611089,1.0,10,squared_error,12,1.75,18,4859
0.0008451656524679,0.6587554846429995,1.0,10,poisson,3,10.0,15,6387
0.0118886635113815,0.6685281212604706,0.75,10,poisson,9,6.0,1,7958
0.7719743069641648,0.899680893498205,0.5000000000000001,10,squared_error,1,2.0,18,1167
0.0153820148749155,0.6717191862784204,0.75,10,absolute_error,5,9.5,6,8401
0.2804823078656749,0.8041483845233345,0.5000000000000001,40,absolute_error,2,1.0,7,1789
0.1182668469686725,0.7899880335061826,0.2499999999999999,40,absolute_error,4,2.5,12,3196
0.001464953797611,0.6593538093338651,1.0,10,poisson,5,7.75,8,8555
0.225095785440613,0.7718388512165935,0.5000000000000001,30,squared_error,1,1.5,13,4945
0.0002253775073248,0.658157159952134,1.0,10,squared_error,18,10.0,9,2212
0.0096912328149651,0.666533705624252,0.75,10,squared_error,16,9.25,12,989
