MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth,_source_row
0.0,0.7987556831777938,0.6666666666666666,100,absolute_error,1,0.25,7,22
0.1217245307909096,0.973917205072984,0.3333333333333333,30,squared_error,1,1.0,2,3
0.0791509264256161,0.9133764058387176,0.3333333333333333,90,squared_error,1,0.75,19,4
0.0823889188703004,0.8688681502751855,0.6666666666666666,30,squared_error,2,0.5,7,8
0.0600227858727588,0.8092845178272314,0.6666666666666666,30,squared_error,2,0.75,10,5
0.1596809977813755,1.0,0.3333333333333333,30,squared_error,2,1.75,6,11
0.0981591413323739,0.9337162000478584,0.6666666666666666,80,squared_error,1,0.75,16,0
0.131738322240211,0.8255563531945441,0.6666666666666666,100,absolute_error,1,0.25,19,23
0.1744918150746536,0.7602297200287151,0.6666666666666666,40,squared_error,1,0.25,19,24
0.3676920309408166,0.7954055994257,0.3333333333333333,30,squared_error,2,1.5,3,26
0.2511842657552317,0.8035415171093563,0.6666666666666666,40,squared_error,2,1.5,4,19
0.2751693949751154,0.7202680067001676,0.6666666666666666,170,squared_error,2,0.25,6,27
0.4573964142231816,0.472122517348648,0.6666666666666666,20,poisson,3,0.25,17,28
0.07627271091923,0.8504426896386695,1.0,150,absolute_error,1,0.25,8,10
0.4949931042753492,0.5637712371380714,0.6666666666666666,30,absolute_error,2,0.75,15,29
0.7593691911015169,0.2079444843263938,0.6666666666666666,80,poisson,7,0.75,6,30
0.162259399172513,0.734146925101699,1.0,10,squared_error,2,1.25,13,2
0.3767464172213227,0.6099545345776503,1.0,90,absolute_error,1,0.75,14,31
