MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth,_source_row
0.0,0.9634117621871588,1.0,90,absolute_error,16,3.5,11,1867
0.0,0.9634117621871588,1.0,190,absolute_error,2,5.0,9,2642
0.0,0.9634117621871588,1.0,170,absolute_error,3,5.0,9,5947
0.0,0.9634117621871588,1.0,180,absolute_error,17,1.5,17,5154
0.0,0.9634117621871588,1.0,130,absolute_error,12,1.75,9,6253
0.0,0.9634117621871588,1.0,180,absolute_error,16,1.5,17,5442
0.0,0.9634117621871588,1.0,130,absolute_error,1,5.75,14,2687
0.0,0.9634117621871588,1.0,190,absolute_error,2,3.5,9,6099
0.0,0.9634117621871588,1.0,160,absolute_error,2,3.0,9,7922
0.0,0.9634117621871588,1.0,100,absolute_error,18,4.75,15,6855
0.0,0.9634117621871588,1.0,170,absolute_error,2,1.5,19,1595
0.0,0.9634117621871588,1.0,150,absolute_error,17,3.0,16,2747
0.0,0.9634117621871588,1.0,100,absolute_error,17,3.25,9,6063
0.0,0.9634117621871588,1.0,100,absolute_error,3,5.25,11,5423
0.0,0.9634117621871588,1.0,110,absolute_error,2,0.75,20,4323
0.0,0.9634117621871588,1.0,180,absolute_error,2,2.75,9,9517
0.0,0.9634117621871588,1.0,180,absolute_error,2,4.75,8,3657
0.0,0.9634117621871588,1.0,90,absolute_error,17,3.25,16,6613
0.0,0.9634117621871588,1.0,190,absolute_error,12,2.0,9,1677
0.0,0.9634117621871588,1.0,180,absolute_error,16,5.0,9,6709
0.0,0.9634117621871588,1.0,120,absolute_error,2,2.5,11,28
0.0,0.9634117621871588,1.0,160,absolute_error,15,1.25,8,2744
0.0,0.9634117621871588,1.0,170,absolute_error,1,3.5,12,4613
0.0,0.9634117621871588,1.0,170,absolute_error,1,5.25,20,9789
0.0,0.9634117621871588,1.0,100,absolute_error,1,1.75,10,7256
0.0,0.9634117621871588,1.0,200,absolute_error,15,2.5,8,4341
0.0,0.9634117621871588,1.0,170,absolute_error,17,3.75,10,6986
0.0,0.9634117621871588,1.0,170,absolute_error,2,4.75,14,7196
0.0,0.9634117621871588,1.0,130,absolute_error,15,5.0,16,1621
0.0,0.9634117621871588,1.0,160,absolute_error,18,2.75,16,841
0.0,0.9634117621871588,1.0,130,absolute_error,2,4.25,8,9266
0.0,0.9634117621871588,1.0,140,absolute_error,18,3.25,17,9062
0.0,0.99909011111349,0.9166666666666664,150,absolute_error,1,0.0,20,2675
0.0,0.9634117621871588,1.0,20,absolute_error,2,2.75,7,4421
0.0,0.9634117621871588,1.0,60,absolute_error,4,2.25,17,9510
0.0,0.9634117621871588,1.0,30,absolute_error,1,0.5,6,5776
0.0,0.9634117621871588,1.0,190,absolute_error,15,0.5,20,517
0.0,0.9634117621871588,1.0,20,absolute_error,16,3.5,2,3859
0.0,0.9634117621871588,1.0,20,absolute_error,2,3.5,19,2518
0.0,0.9634117621871588,1.0,10,absolute_error,3,0.5,20,4263
0.0,0.9634117621871588,1.0,10,absolute_error,11,1.5,17,3479
0.0,0.9634117621871588,1.0,150,absolute_error,1,2.75,17,9581
0.0,0.9634117621871588,1.0,70,absolute_error,2,9.25,19,4292
0.0,0.9634117621871588,1.0,30,absolute_error,7,0.75,19,9094
0.0,0.9634117621871588,1.0,80,absolute_error,3,0.25,20,6537
0.0,0.9634117621871588,1.0,150,absolute_error,2,0.5,15,9634
0.0,0.9634117621871588,1.0,170,absolute_error,5,0.0,16,817
0.0,0.9634117621871588,1.0,160,absolute_error,7,0.5,18,4375
0.0,0.9634117621871588,1.0,70,absolute_error,1,0.5,14,8760
0.0,0.9634117621871588,1.0,170,absolute_error,2,9.75,1,649
0.0,0.9634117621871588,1.0,150,absolute_error,3,9.5,20,5830
0.0,0.9634117621871588,1.0,40,absolute_error,17,4.0,17,8296
0.0,0.9634117621871588,1.0,20,absolute_error,2,5.75,17,4147
0.0,0.9634117621871588,1.0,20,absolute_error,3,4.25,3,9785
0.0,0.9634117621871588,1.0,70,absolute_error,4,10.0,19,9210
0.0,0.9634117621871588,1.0,140,absolute_error,15,1.25,19,1196
0.0,0.9634117621871588,1.0,20,absolute_error,11,0.5,19,1971
0.0,0.9634117621871588,1.0,200,absolute_error,1,4.0,19,8659
0.0,0.9634117621871588,1.0,30,absolute_error,5,0.5,5,952
0.0,0.9634117621871588,1.0,90,absolute_error,12,3.25,14,9214
0.0,0.9634117621871588,1.0,80,absolute_error,14,2.0,15,6438
0.0,0.9634117621871588,1.0,170,absolute_error,8,1.75,3,3840
0.0,0.9634117621871588,1.0,150,absolute_error,16,2.25,16,2847
0.0,0.9634117621871588,1.0,90,absolute_error,9,1.25,20,3054
0.0,0.9634117621871588,1.0,170,absolute_error,10,2.0,11,6994
0.0,0.9634117621871588,1.0,90,absolute_error,11,2.25,18,3905
0.0,0.9634117621871588,1.0,150,absolute_error,7,8.5,10,1828
0.0,0.9634117621871588,1.0,190,absolute_error,9,3.5,16,2587
0.0,0.9634117621871588,1.0,160,absolute_error,9,2.25,18,2085
0.0,0.9634117621871588,1.0,160,absolute_error,13,3.25,16,3071
0.0,0.9634117621871588,1.0,90,absolute_error,7,4.75,3,7810
0.0,0.9634117621871588,1.0,30,absolute_error,20,1.5,12,6808
0.0,0.9634117621871588,1.0,150,absolute_error,6,1.25,1,3564
0.0,0.9634117621871588,1.0,160,absolute_error,12,2.75,3,1410
0.0,0.9634117621871588,1.0,170,absolute_error,13,8.0,18,29
