Culture,Criticality,Criticality Modifier,Initial Known,Inter-Dependency,Dynamism,Size,Plan,Team Size,Cost-,Score-,Idle-,_source_row,_source_algorithm,_source_file,_runtime_sec
0.169127675913016,0.7010427196060391,0.3483892596179797,0.1939019415041644,0.8013145960207498,0.8060917878552681,0.4911718212696423,0.2449188254590638,0.4797521572169527,0.204106867,0.573198343,0.300774494,55,NSGA2,outputs\NSGA2\pom3c.csv,0.1481783390045166
0.6035379818973652,0.5682652710765055,0.0407777562108431,0.0408635817656826,0.8119265709543246,0.7025631240236172,0.2844477670555245,0.3953646288114375,0.9240804353963152,0.136815868,0.563621343,0.883110511,56,NSGA2,outputs\NSGA2\pom3c.csv,0.1481783390045166
0.0491253427052702,0.2374273592203235,0.2570188622508063,0.8112765459215077,0.242044622351915,0.8966775598189443,0.0472761214524948,0.2397095939907062,0.4532944078318514,0.15925006,0.565300367,0.707026072,68,NSGA2,outputs\NSGA2\pom3c.csv,0.1481783390045166
0.0253377831551906,0.7999504100853846,0.2018040464690103,0.6037911317334955,0.6926884871633653,0.1275430349169577,0.4543515099527394,0.519101250867966,0.2935227466039792,0.162487015,0.665519009,0.0,117,RVEA,outputs\RVEA\pom3c.csv,0.1481783390045166
0.2425503226368627,0.7479280499650953,0.6700280806067214,0.9877484900784984,0.8448553135358127,0.1217355933080654,0.310157344040626,0.3691406513450299,0.5971702882245775,0.377275041,0.58457141,0.114187839,132,RVEA,outputs\RVEA\pom3c.csv,0.1481783390045166
0.0517824503273832,0.750591895245637,0.0963000402490764,0.7107948970713208,0.1742974375796372,0.0424046105668951,0.4937852717514915,0.3384566487292556,0.1292966064579961,0.109280275,0.579580066,0.801821529,4,AGEMOEA,outputs\AGEMOEA\pom3c.csv,0.1481783390045166
0.2634921974187306,0.7489915323252592,0.2226050956515487,0.6912711062696362,0.5397367385109465,0.0758691970355941,0.1758931999663318,0.3207403088887033,0.7936760929558212,0.229882013,0.541332383,0.993523235,41,CTAEA,outputs\CTAEA\pom3c.csv,0.1481783390045166
0.574097423075242,0.159864160674369,0.0086219415112964,0.6562362194191512,0.0073214941297542,0.2187026416145623,0.2323535317457264,0.3443896856070646,0.0882142849857102,0.077774368,0.67344036,0.519784661,25,AGEMOEA2,outputs\AGEMOEA2\pom3c.csv,0.1481783390045166
0.3264363615544319,0.4873428094039489,0.0186996767118873,0.6371738480653847,0.706113102238743,0.444400355438187,0.1179078962527596,0.3310462491263763,0.3137759630573419,0.085335194,0.615615881,0.721326165,59,NSGA2,outputs\NSGA2\pom3c.csv,0.1481783390045166
0.2154155377034018,0.2051902119129804,0.4661442946928182,0.9447913445066254,0.805823790411179,0.6688509139659224,0.0665510259948359,0.3679906368663682,0.7860469363320121,0.22992287,0.652505895,0.0,137,UNSGA3,outputs\UNSGA3\pom3c.csv,0.1481783390045166
