MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth,_source_row
0.0,0.99909011111349,0.9166666666666664,150,absolute_error,1,0.0,20,2675
0.0,0.9634117621871588,1.0,20,absolute_error,2,2.75,7,4421
0.0,0.9634117621871588,1.0,60,absolute_error,4,2.25,17,9510
0.0,0.9634117621871588,1.0,30,absolute_error,1,0.5,6,5776
0.0,0.9634117621871588,1.0,190,absolute_error,15,0.5,20,517
0.0,0.9634117621871588,1.0,20,absolute_error,16,3.5,2,3859
0.0,0.9634117621871588,1.0,170,absolute_error,2,1.5,19,1595
0.0,0.9634117621871588,1.0,20,absolute_error,2,3.5,19,2518
0.0,0.9634117621871588,1.0,10,absolute_error,3,0.5,20,4263
0.0,0.9634117621871588,1.0,10,absolute_error,11,1.5,17,3479
0.0,0.9634117621871588,1.0,150,absolute_error,1,2.75,17,9581
0.0,0.9634117621871588,1.0,70,absolute_error,2,9.25,19,4292
0.0,0.9634117621871588,1.0,30,absolute_error,7,0.75,19,9094
0.0,0.9634117621871588,1.0,80,absolute_error,3,0.25,20,6537
0.0,0.9634117621871588,1.0,150,absolute_error,2,0.5,15,9634
0.0,0.9634117621871588,1.0,170,absolute_error,5,0.0,16,817
0.0,0.9634117621871588,1.0,160,absolute_error,7,0.5,18,4375
0.0,0.9634117621871588,1.0,70,absolute_error,1,0.5,14,8760
0.0,0.9634117621871588,1.0,170,absolute_error,2,9.75,1,649
0.0,0.9634117621871588,1.0,150,absolute_error,3,9.5,20,5830
0.0,0.9634117621871588,1.0,40,absolute_error,17,4.0,17,8296
0.0,0.9634117621871588,1.0,20,absolute_error,2,5.75,17,4147
0.0,0.9634117621871588,1.0,20,absolute_error,3,4.25,3,9785
0.0,0.9634117621871588,1.0,70,absolute_error,4,10.0,19,9210
0.0,0.9634117621871588,1.0,140,absolute_error,15,1.25,19,1196
0.0,0.9634117621871588,1.0,20,absolute_error,11,0.5,19,1971
0.0,0.9634117621871588,1.0,200,absolute_error,1,4.0,19,8659
0.0,0.9634117621871588,1.0,30,absolute_error,5,0.5,5,952
