MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth,_source_row
0.0,0.6875214850464078,1.0,180,absolute_error,11,3.5,19,5591
0.0,0.6875214850464078,1.0,140,absolute_error,5,2.75,17,9512
0.0,0.6875214850464078,1.0,180,absolute_error,3,4.5,1,5828
0.0,0.6875214850464078,1.0,170,absolute_error,3,2.25,19,4593
0.0,0.6875214850464078,1.0,160,absolute_error,12,8.5,15,2817
0.0,0.6875214850464078,1.0,170,absolute_error,10,2.0,14,1686
0.0,0.6875214850464078,1.0,160,absolute_error,9,2.25,18,2085
0.0,0.6875214850464078,1.0,170,absolute_error,14,6.75,13,2907
0.0,0.6875214850464078,1.0,180,absolute_error,14,4.5,6,8316
0.0,0.6875214850464078,1.0,70,absolute_error,8,2.5,18,4216
0.0,0.6875214850464078,1.0,170,absolute_error,10,1.5,6,5797
0.0,0.6875214850464078,1.0,100,absolute_error,11,1.75,20,2618
0.0,0.6875214850464078,1.0,190,absolute_error,14,7.0,10,5315
0.0,0.6875214850464078,1.0,150,absolute_error,2,4.75,4,813
0.0,0.6875214850464078,1.0,130,absolute_error,3,5.0,16,3640
0.0,0.6875214850464078,1.0,180,absolute_error,17,4.5,2,7937
0.0,0.6875214850464078,1.0,170,absolute_error,10,6.5,20,9069
0.0,0.6875214850464078,1.0,130,absolute_error,11,1.25,20,9696
0.0,0.6875214850464078,1.0,120,absolute_error,3,0.75,19,9156
0.0,0.6875214850464078,1.0,140,absolute_error,11,5.5,16,8061
0.0,0.6875214850464078,1.0,170,absolute_error,14,1.75,20,6448
0.0,0.6875214850464078,1.0,140,absolute_error,12,5.0,13,6059
0.0,0.6875214850464078,1.0,140,absolute_error,6,9.5,20,9801
0.0,0.6875214850464078,1.0,140,absolute_error,10,1.25,18,5493
0.0,0.6875214850464078,1.0,140,absolute_error,11,5.0,6,683
0.0,0.6875214850464078,1.0,160,absolute_error,14,5.0,5,4317
0.0,0.6875214850464078,1.0,170,absolute_error,11,3.0,19,8777
0.0,0.6875214850464078,1.0,160,absolute_error,8,9.25,2,2382
0.0,0.6875214850464078,1.0,190,absolute_error,13,3.25,12,2955
0.0,0.6875214850464078,1.0,160,absolute_error,10,2.75,14,3319
0.0,0.6875214850464078,1.0,130,absolute_error,10,5.0,19,3066
0.0,0.6875214850464078,1.0,150,absolute_error,9,5.0,4,7152
