twoPass,quality,bestQuality,goodQuality,rtQuality,constantBitrate,autoAltRef,noAltRef,allowResize,Threads,TokenParts,ArnrMaxFrames,ArnrStrength,Performance-,Energy-,Cpu-,_source_row
1,1,0,1,0,1,1,0,1,1,1,0,6,49217.6,1733.4,26.150365,2224
0,1,0,0,1,0,0,0,0,4,0,15,3,5557.2,227.0,42.243333,63
0,1,0,0,1,1,0,0,1,4,1,15,3,5239.8,232.0,42.272,391
0,1,0,0,1,1,0,0,1,4,1,0,3,5448.0,229.0,47.203333,367
0,1,0,1,0,1,0,0,0,1,2,5,0,39452.6,1429.0,26.638308,668
0,1,0,0,1,0,0,0,0,1,1,5,3,8223.8,311.4,26.845,52
1,1,0,0,1,1,1,0,1,1,1,0,6,7805.2,364.2,28.743214,1744
0,1,0,0,1,1,0,0,0,1,1,15,0,7677.8,317.2,32.65,244
0,1,0,0,1,0,0,0,0,2,1,5,6,6498.4,274.0,36.436667,89
0,1,0,1,0,1,0,0,1,1,1,15,6,40949.4,1502.8,26.231707,856
1,1,0,1,0,0,1,0,1,1,0,5,6,46702.4,1675.6,26.187734,1992
0,1,0,0,1,1,0,0,1,4,1,15,0,5406.8,231.8,44.219333,355
1,1,0,0,1,1,0,1,0,4,2,0,0,5518.6,239.0,39.851333,1547
0,1,0,0,1,1,0,0,1,1,1,5,3,7779.4,333.0,32.1425,376
0,1,0,0,1,1,0,0,0,4,0,15,3,5289.8,278.6,41.788,279
0,1,0,1,0,1,0,0,0,1,1,0,6,41471.2,1495.0,26.322439,724
0,1,0,1,0,0,0,0,0,1,1,5,0,45337.0,1684.6,26.191555,448
0,1,0,0,1,1,0,0,0,2,1,5,3,6054.4,275.0,38.553333,269
0,1,0,0,1,1,0,0,1,2,1,5,3,6313.4,258.6,37.333333,377
0,1,0,0,1,0,0,0,0,1,2,5,0,8219.8,363.2,27.4425,20
0,1,0,1,0,1,0,0,0,1,0,15,0,40251.0,1447.0,26.3715,672
1,1,0,1,0,1,1,0,1,1,1,5,0,48956.0,1716.0,26.174507,2164
0,1,0,0,1,1,0,0,0,1,2,5,0,8037.8,298.6,30.325,236
0,1,0,0,1,1,0,0,1,3,1,15,3,5794.0,247.4,39.560667,390
0,1,0,0,1,1,0,0,0,2,1,15,3,6306.2,267.4,38.961429,281
0,1,0,0,1,0,0,0,0,2,2,5,0,6419.0,311.0,37.072857,21
1,1,0,0,1,1,1,0,1,1,1,5,3,7838.8,313.6,31.0725,1720
0,1,0,0,1,1,0,0,0,1,0,5,3,7855.4,359.6,29.206429,264
0,1,0,0,1,1,0,0,0,1,1,15,3,7813.6,323.8,29.493214,280
1,1,0,0,1,1,1,0,1,1,0,5,0,7921.8,299.6,28.336786,1680
0,1,0,1,0,1,0,0,0,1,2,5,3,39603.0,1439.6,26.503077,704
