twoPass,quality,bestQuality,goodQuality,rtQuality,constantBitrate,autoAltRef,noAltRef,allowResize,Threads,TokenParts,ArnrMaxFrames,ArnrStrength,Performance-,Energy-,Cpu-,_source_row
0,1,0,0,1,0,0,0,0,1,2,5,0,8219.8,363.2,27.4425,20
0,1,0,0,1,0,0,0,0,2,2,5,0,6419.0,311.0,37.072857,21
0,1,0,0,1,0,0,0,0,1,1,5,3,8223.8,311.4,26.845,52
1,1,0,0,1,1,1,0,0,1,2,5,3,7929.2,348.8,28.175,1616
1,1,0,0,1,1,1,0,1,4,0,15,0,5394.2,231.2,48.064,1695
1,1,0,0,1,0,0,1,0,1,2,0,0,8218.4,358.4,27.86,1304
1,1,0,0,1,1,1,0,1,1,1,0,0,7912.2,316.6,29.183929,1672
0,1,0,0,1,1,0,0,0,1,2,5,0,8037.8,298.6,30.325,236
0,1,0,0,1,1,0,0,1,1,0,5,6,7983.0,310.6,27.913571,408
0,1,0,0,1,1,0,0,0,1,1,15,0,7677.8,317.2,32.65,244
1,1,1,0,0,0,1,0,0,1,0,15,3,57852.8,1997.8,25.936963,2340
