MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth,_source_row
0.0,0.6875214850464078,1.0,90,absolute_error,16,3.5,11,1867
0.0,0.6875214850464078,1.0,190,absolute_error,2,5.0,9,2642
0.0,0.6875214850464078,1.0,150,absolute_error,16,2.25,16,2847
0.0,0.6875214850464078,1.0,200,absolute_error,2,5.25,15,9523
0.0,0.6875214850464078,1.0,150,absolute_error,17,4.5,18,6332
0.0,0.6875214850464078,1.0,190,absolute_error,3,2.75,10,6924
0.0,0.6875214850464078,1.0,150,absolute_error,15,2.5,18,8658
0.0,0.6875214850464078,1.0,180,absolute_error,16,5.0,9,6709
0.0,0.6875214850464078,1.0,100,absolute_error,15,4.25,16,4232
0.0,0.6875214850464078,1.0,100,absolute_error,15,2.0,18,4585
0.0,0.6875214850464078,1.0,120,absolute_error,17,0.25,14,5987
0.0,0.6875214850464078,1.0,160,absolute_error,15,1.5,16,5222
0.0,0.6875214850464078,1.0,170,absolute_error,2,4.75,14,7196
0.0,0.6875214850464078,1.0,200,absolute_error,16,3.5,12,950
0.0,0.6875214850464078,1.0,200,absolute_error,17,5.25,16,8620
0.0,0.6875214850464078,1.0,200,absolute_error,17,1.0,15,854
0.0,0.6875214850464078,1.0,80,absolute_error,16,2.75,9,9628
0.0,0.6875214850464078,1.0,90,absolute_error,18,2.5,17,1336
0.0,0.6875214850464078,1.0,200,absolute_error,17,4.75,17,811
0.0,0.6875214850464078,1.0,200,absolute_error,3,2.5,16,3593
0.0,0.6875214850464078,1.0,130,absolute_error,1,5.75,13,6244
0.0,0.6875214850464078,1.0,100,absolute_error,19,4.25,17,2343
0.0,0.6875214850464078,1.0,150,absolute_error,3,0.75,11,1362
0.0,0.6875214850464078,1.0,180,absolute_error,18,2.25,13,1535
0.0,0.6875214850464078,1.0,160,absolute_error,16,2.25,12,4170
0.0,0.6875214850464078,1.0,110,absolute_error,16,4.75,17,2371
0.0,0.6875214850464078,1.0,90,absolute_error,18,4.25,12,9188
0.0,0.6875214850464078,1.0,200,absolute_error,16,2.25,10,7271
0.0,0.6875214850464078,1.0,140,absolute_error,16,2.0,10,6649
0.0,0.6875214850464078,1.0,180,absolute_error,2,2.75,9,9517
0.0,0.6875214850464078,1.0,200,absolute_error,1,4.25,17,2020
0.0,0.6875214850464078,1.0,140,absolute_error,14,5.0,8,1150
0.0,0.6875214850464078,1.0,200,absolute_error,4,0.75,13,2128
0.0,0.6875214850464078,1.0,90,absolute_error,17,3.25,16,6613
0.0,0.9821931935372982,0.8333333333333335,100,absolute_error,4,0.25,19,3379
0.0,0.9166723960123754,0.9166666666666664,100,absolute_error,1,0.25,19,6123
0.0,0.9166723960123754,0.9166666666666664,100,absolute_error,1,0.25,7,5016
0.0,0.9166723960123754,0.9166666666666664,80,absolute_error,3,0.25,20,6537
0.0,0.6875214850464078,1.0,110,absolute_error,1,0.75,17,9962
0.0,0.6875214850464078,1.0,130,absolute_error,4,1.0,3,2523
0.0,0.6875214850464078,1.0,70,absolute_error,1,8.5,6,9218
0.0,0.6875214850464078,1.0,80,absolute_error,1,1.75,18,6444
0.0,0.9166723960123754,0.9166666666666664,110,absolute_error,2,0.25,17,8308
0.0,0.6875214850464078,1.0,80,absolute_error,1,0.5,7,4356
0.0,0.6875214850464078,1.0,90,absolute_error,4,0.5,6,1474
0.0,0.6875214850464078,1.0,100,absolute_error,2,1.0,13,713
0.0,0.6875214850464078,1.0,70,absolute_error,19,0.75,15,5539
0.0,0.6875214850464078,1.0,10,absolute_error,3,0.5,20,4263
0.0,0.6875214850464078,1.0,90,absolute_error,3,0.5,18,1999
0.0,0.6875214850464078,1.0,90,absolute_error,2,3.75,6,8188
0.0,0.6875214850464078,1.0,120,absolute_error,3,0.75,19,9156
0.0,0.6875214850464078,1.0,100,absolute_error,1,0.5,20,8062
0.0,0.6875214850464078,1.0,30,absolute_error,20,4.75,16,4307
0.0,0.6875214850464078,1.0,80,absolute_error,2,3.75,5,5768
0.0,0.6875214850464078,1.0,140,absolute_error,2,1.75,5,4194
0.0,0.6875214850464078,1.0,80,absolute_error,16,1.25,18,1699
0.0,0.6875214850464078,1.0,130,absolute_error,3,3.75,18,7583
0.0,0.6875214850464078,1.0,110,absolute_error,4,0.5,8,6666
0.0,0.6875214850464078,1.0,100,absolute_error,15,0.25,4,2547
0.0,0.6875214850464078,1.0,110,absolute_error,18,0.0,6,7689
0.0,0.6875214850464078,1.0,120,absolute_error,2,1.5,19,8329
0.0,0.6875214850464078,1.0,90,absolute_error,12,3.25,14,9214
0.0,0.6875214850464078,1.0,90,absolute_error,17,1.75,15,4546
0.0,0.6875214850464078,1.0,170,absolute_error,8,1.75,3,3840
0.0,0.6875214850464078,1.0,90,absolute_error,9,1.25,20,3054
0.0,0.6875214850464078,1.0,170,absolute_error,10,2.0,11,6994
0.0,0.6875214850464078,1.0,90,absolute_error,11,2.25,18,3905
0.0,0.6875214850464078,1.0,150,absolute_error,7,8.5,10,1828
0.0,0.6875214850464078,1.0,190,absolute_error,9,3.5,16,2587
0.0,0.6875214850464078,1.0,160,absolute_error,9,2.25,18,2085
0.0,0.6875214850464078,1.0,160,absolute_error,13,3.25,16,3071
0.0,0.6875214850464078,1.0,90,absolute_error,7,4.75,3,7810
0.0,0.6875214850464078,1.0,30,absolute_error,20,1.5,12,6808
0.0,0.6875214850464078,1.0,150,absolute_error,6,1.25,1,3564
0.0,0.6875214850464078,1.0,160,absolute_error,12,2.75,3,1410
0.0,0.6875214850464078,1.0,170,absolute_error,13,8.0,18,29
0.0,0.6875214850464078,1.0,120,absolute_error,2,4.0,14,3142
0.0,0.6875214850464078,1.0,40,absolute_error,18,6.25,2,9982
0.0,0.6875214850464078,1.0,110,absolute_error,3,6.5,14,2293
0.0,0.6875214850464078,1.0,190,absolute_error,7,7.75,2,1813
0.0,0.6875214850464078,1.0,120,absolute_error,19,4.75,17,4409
0.0,0.6875214850464078,1.0,180,absolute_error,13,5.5,1,2362
0.0,0.6875214850464078,1.0,10,absolute_error,13,1.25,2,7871
0.0,0.6875214850464078,1.0,180,absolute_error,11,3.5,19,5591
0.0,0.6875214850464078,1.0,140,absolute_error,5,2.75,17,9512
0.0,0.6875214850464078,1.0,180,absolute_error,3,4.5,1,5828
0.0,0.6875214850464078,1.0,170,absolute_error,3,2.25,19,4593
0.0,0.6875214850464078,1.0,160,absolute_error,12,8.5,15,2817
0.0,0.6875214850464078,1.0,170,absolute_error,10,2.0,14,1686
0.0,0.6875214850464078,1.0,170,absolute_error,14,6.75,13,2907
0.0,0.6875214850464078,1.0,180,absolute_error,14,4.5,6,8316
0.0,0.6875214850464078,1.0,70,absolute_error,8,2.5,18,4216
0.0,0.6875214850464078,1.0,170,absolute_error,10,1.5,6,5797
0.0,0.6875214850464078,1.0,100,absolute_error,11,1.75,20,2618
0.0,0.6875214850464078,1.0,190,absolute_error,14,7.0,10,5315
0.0,0.6875214850464078,1.0,150,absolute_error,2,4.75,4,813
0.0,0.6875214850464078,1.0,130,absolute_error,3,5.0,16,3640
0.0,0.6875214850464078,1.0,180,absolute_error,17,4.5,2,7937
0.0,0.6875214850464078,1.0,170,absolute_error,10,6.5,20,9069
0.0,0.6875214850464078,1.0,130,absolute_error,11,1.25,20,9696
0.0,0.6875214850464078,1.0,140,absolute_error,11,5.5,16,8061
0.0,0.6875214850464078,1.0,170,absolute_error,14,1.75,20,6448
0.0,0.6875214850464078,1.0,140,absolute_error,12,5.0,13,6059
0.0,0.6875214850464078,1.0,140,absolute_error,6,9.5,20,9801
